"","Time","Read","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11"
"948",0.158183,"OFP",0,28,0,20,0,14,0,0,34,0,0,4,0,0,23,16,17,24,33,29,16,16,11996,7080,3930,2141,1173,648,0,0,0,2,1
"949",0.158877,"OFP",23,33,0,26,0,0,0,10,8,22,20,5,17,0,0,21,14,4,0,0,5,29,11999,6999,3846,2189,1201,605,0,0,7,2,9
"950",0.159572,"OFP",17,19,24,30,12,25,0,22,0,13,16,13,0,0,25,19,0,0,0,15,10,0,11961,6992,3892,2194,1233,646,0,0,0,9,0
"951",0.160266,"OFP",0,0,32,14,0,0,9,21,17,0,0,0,0,29,0,17,0,20,0,0,0,31,12176,7020,3861,2194,1123,604,0,21,0,20,0
"952",0.160961,"OFP",27,0,0,31,0,0,0,20,12,4,0,10,0,0,0,19,0,19,0,0,24,33,12223,7104,3875,2244,1136,619,4,18,0,9,0
"953",0.161655,"OFP",20,31,0,21,0,24,0,0,12,0,20,16,0,0,33,0,20,6,0,0,10,14,12200,7098,3869,2203,1198,633,0,9,8,0,0
"954",0.16235,"OFP",29,18,22,16,0,0,23,0,0,16,5,1,0,0,0,0,0,20,0,0,0,15,12241,7213,3907,2202,1159,657,9,0,0,0,0
"955",0.163044,"OFP",0,21,13,19,29,0,0,0,28,0,4,32,0,19,33,0,14,0,0,0,0,0,12073,7098,3916,2204,1185,623,14,0,0,23,0
"956",0.163738,"OFP",20,39,29,18,0,0,14,25,19,22,0,26,26,0,23,0,16,0,0,0,0,0,12297,7116,3984,2193,1187,622,25,0,0,19,20
"957",0.164433,"OFP",23,17,14,0,0,0,32,0,38,30,0,15,22,6,0,0,18,0,0,10,0,0,12124,7035,3890,2246,1133,678,0,0,2,23,11
"958",0.165127,"OFP",28,0,28,0,23,0,0,9,0,0,0,19,24,0,0,0,0,0,0,0,0,20,12437,6973,3994,2224,1200,615,0,26,2,0,23
"959",0.165822,"OFP",0,0,29,23,23,28,33,0,0,35,0,46,0,11,0,16,0,0,20,0,9,0,12216,7143,3960,2232,1205,650,0,0,0,0,0
"960",0.166516,"OFP",0,24,26,17,39,0,0,0,0,0,0,7,0,0,26,15,2,0,0,10,20,0,12373,7071,3939,2284,1127,623,3,0,25,0,0
"961",0.167211,"OFP",21,0,46,0,0,29,3,27,0,0,15,10,25,5,0,1,0,0,0,11,0,0,12533,7088,3911,2226,1174,623,0,13,1,18,0
"962",0.167905,"OFP",32,0,0,32,0,18,9,0,14,4,9,66,0,0,0,0,0,24,0,21,12,27,12421,7095,3984,2228,1213,613,0,0,0,0,0
"963",0.1686,"OFP",0,6,13,0,0,30,0,30,0,16,0,18,0,22,28,27,0,0,21,7,0,28,12463,7266,3924,2243,1171,639,24,17,2,0,26
"964",0.169294,"OFP",0,26,3,11,18,0,9,38,0,0,0,28,25,15,0,23,29,2,20,0,0,0,12436,7226,3971,2250,1195,646,0,0,1,0,0
"965",0.169988,"OFP",6,35,25,40,22,5,0,15,0,13,0,19,32,0,0,30,0,0,55,0,13,0,12447,7191,3917,2201,1286,614,0,27,0,2,26
"966",0.170683,"OFP",24,0,0,0,0,17,0,37,18,0,0,15,1,22,17,22,19,12,0,0,0,0,12661,7199,3904,2226,1139,653,0,29,13,0,0
"967",0.171377,"OFP",0,11,25,0,0,16,27,47,0,9,0,21,0,0,0,0,0,0,0,0,0,0,12584,7220,3967,2249,1177,653,0,0,0,15,7
"968",0.172072,"OFP",11,0,25,0,9,0,0,31,0,18,5,28,0,16,0,0,0,12,46,5,22,23,12554,7129,3983,2220,1191,662,0,0,0,0,0
"969",0.172766,"OFP",27,0,31,0,0,29,0,0,20,16,24,19,0,0,0,9,20,0,20,0,0,0,12571,7114,3926,2299,1239,609,30,0,0,0,0
"970",0.173461,"OFP",0,27,12,35,0,5,0,25,0,16,0,0,0,25,0,14,33,2,0,0,0,0,12506,7237,4008,2289,1250,583,0,0,1,12,0
"971",0.174155,"OFP",0,0,22,9,0,27,0,0,0,0,0,33,0,20,19,0,0,36,0,0,12,0,12756,7282,3951,2163,1166,669,23,0,0,18,0
"972",0.17485,"OFP",39,9,0,18,0,10,0,20,0,19,7,0,24,42,28,13,17,0,0,25,18,1,12551,7225,4007,2236,1138,606,7,0,8,0,15
"973",0.175544,"OFP",31,0,0,8,0,0,0,0,8,0,0,10,27,0,0,12,0,17,0,26,0,32,12666,7212,3887,2246,1190,691,19,19,9,0,27
"974",0.176238,"OFP",19,0,0,0,22,14,0,0,24,16,0,13,0,5,8,5,0,0,20,0,2,29,12718,7291,3957,2245,1156,678,0,14,12,9,20
"975",0.176933,"OFP",39,15,41,27,0,11,0,0,21,0,0,40,17,40,27,0,20,0,20,0,8,0,12702,7296,3907,2266,1204,660,0,0,19,0,0
"976",0.177627,"OFP",0,0,0,16,0,0,14,0,19,19,0,17,55,5,0,15,31,0,21,0,0,0,12666,7364,4031,2309,1222,637,0,0,2,0,16
"977",0.178322,"OFP",18,0,25,11,0,29,43,0,0,20,0,0,15,7,0,0,0,19,20,22,33,0,12691,7291,3987,2233,1262,667,0,21,32,0,0
"978",0.179016,"OFP",27,21,8,0,0,26,25,0,0,0,0,13,8,0,21,0,0,9,7,0,21,0,12719,7334,3917,2220,1230,646,9,0,0,20,10
"979",0.179711,"OFP",0,0,0,9,0,0,0,0,51,14,0,0,0,19,0,0,8,0,20,28,0,35,12779,7274,3931,2221,1248,631,0,33,4,0,1
"980",0.180405,"OFP",0,14,0,0,27,12,0,37,26,0,0,27,18,31,9,0,0,20,14,17,2,34,12954,7326,3938,2212,1164,640,0,0,0,7,33
"981",0.1811,"OFP",27,0,0,18,22,31,20,0,0,11,0,0,21,3,19,4,0,30,35,0,0,0,13031,7379,3954,2298,1147,642,8,14,5,0,0
"982",0.181794,"OFP",25,0,0,17,0,0,16,0,15,3,5,30,0,13,0,0,7,17,13,0,24,0,12803,7357,4012,2184,1216,658,1,0,13,0,16
"983",0.182488,"OFP",17,0,7,0,22,0,21,0,0,20,28,4,0,2,0,0,32,3,0,21,0,24,12872,7317,3968,2243,1287,643,19,8,0,0,27
"984",0.183183,"OFP",0,0,0,0,0,0,0,13,0,5,0,4,32,18,0,16,18,14,21,24,20,36,12859,7349,3980,2255,1163,677,0,31,0,2,0
"985",0.183877,"OFP",0,0,0,0,0,0,0,17,0,12,0,38,19,25,0,7,16,17,0,24,0,0,13018,7383,3908,2285,1183,648,0,0,0,0,32
"986",0.184572,"OFP",47,0,30,0,18,3,0,30,0,32,27,0,0,0,26,17,9,0,9,0,31,0,12839,7342,3921,2224,1210,623,0,0,0,30,0
"987",0.185266,"OFP",0,0,25,32,0,0,11,0,33,0,13,0,45,1,0,0,0,15,4,18,30,0,12981,7488,4049,2253,1162,625,0,0,2,0,2
"988",0.185961,"OFP",0,0,0,0,24,52,0,0,0,30,0,37,26,10,13,0,20,48,23,0,13,7,13117,7309,3999,2264,1231,657,0,0,0,14,0
"989",0.186655,"OFP",30,17,22,24,0,0,0,0,0,5,28,2,2,0,20,32,0,0,8,0,0,10,13126,7449,3925,2246,1327,598,0,29,3,0,15
"990",0.18735,"OFP",16,30,12,0,0,0,33,0,0,30,0,38,0,17,46,29,5,8,21,15,0,0,12960,7489,3970,2261,1209,627,0,20,0,23,0
"991",0.188044,"OFP",3,30,0,20,0,18,4,0,35,24,27,24,0,0,19,5,0,0,36,0,15,0,12992,7455,4003,2236,1237,628,18,0,7,0,11
"992",0.188738,"OFP",25,0,0,36,14,0,0,26,17,0,0,38,0,37,0,0,0,0,15,28,0,0,13022,7408,3998,2247,1221,662,0,0,4,5,6
"993",0.189433,"OFP",21,0,23,3,0,14,0,11,24,0,0,35,26,0,0,0,16,0,15,0,0,31,13119,7291,3922,2218,1205,620,0,0,11,13,0
"994",0.190127,"OFP",0,0,11,18,0,37,34,0,0,15,0,0,0,5,24,0,0,33,0,0,28,0,13267,7420,3985,2227,1212,659,0,8,0,0,0
"995",0.190822,"OFP",33,0,25,0,0,0,0,33,0,16,0,2,23,20,0,0,0,0,0,0,0,18,13147,7478,3935,2279,1211,694,0,0,13,0,0
"996",0.191516,"OFP",0,7,26,17,0,0,0,22,3,0,26,0,11,0,24,0,0,2,0,40,13,0,13167,7480,3924,2284,1234,689,58,15,6,0,24
"997",0.192211,"OFP",14,1,20,11,13,0,26,0,23,4,10,37,0,0,0,0,8,14,6,0,0,28,13231,7472,4004,2237,1228,643,8,0,0,0,0
"998",0.192905,"OFP",24,0,0,24,0,0,40,0,21,0,17,8,0,20,0,10,25,0,13,38,0,35,13219,7499,3941,2225,1272,635,18,0,0,0,0
"999",0.1936,"OFP",15,19,19,31,10,0,0,0,0,0,0,48,53,0,28,0,0,25,8,34,8,0,13143,7480,3934,2296,1232,613,7,0,0,4,17
"1000",0.194294,"OFP",35,5,0,4,0,10,0,7,0,4,0,2,23,14,0,22,32,0,22,0,20,0,13326,7419,3924,2339,1217,646,0,5,0,0,0
"1001",0.194988,"OFP",36,0,0,23,0,22,0,0,15,0,0,27,20,15,34,0,22,5,22,0,0,29,13124,7550,3966,2329,1208,664,0,0,15,0,29
"1002",0.195683,"OFP",29,0,19,0,29,0,0,22,0,0,0,12,6,0,0,0,0,17,19,22,4,26,13325,7553,3905,2263,1212,681,31,0,0,44,0
"1003",0.196377,"OFP",31,0,0,14,17,0,9,0,0,0,0,1,0,11,51,9,0,0,0,28,21,33,13412,7484,4003,2231,1150,673,0,11,0,6,0
"1004",0.197072,"OFP",26,0,34,23,27,11,31,0,0,14,0,23,0,0,27,37,0,17,0,0,5,25,13394,7590,3931,2261,1202,662,0,16,0,0,0
"1005",0.197766,"OFP",0,7,0,18,31,0,14,23,27,25,13,13,0,0,0,22,0,44,0,0,0,0,13272,7472,3944,2303,1261,645,4,0,0,0,0
"1006",0.198461,"OFP",18,0,24,23,23,32,0,0,0,0,0,27,0,0,24,0,0,15,5,17,0,6,13402,7580,3961,2278,1211,682,0,6,6,19,0
"1007",0.199155,"OFP",0,0,0,0,0,16,7,0,0,0,0,37,28,28,25,27,0,0,2,11,0,13,13388,7470,3888,2284,1194,684,20,15,2,21,0
"1008",0.19985,"OFP",0,37,0,27,0,0,16,0,0,22,23,25,14,0,4,0,0,20,29,3,0,23,13230,7560,3946,2294,1226,658,0,0,0,8,0
"1009",0.200544,"OFP",17,0,19,0,0,36,20,8,36,27,0,19,0,23,45,0,0,0,31,0,27,10,13526,7562,3911,2330,1227,670,0,14,0,0,12
"1010",0.201238,"OFP",13,0,0,36,0,12,14,17,13,0,0,0,23,0,0,0,0,12,23,0,2,31,13613,7652,3919,2263,1204,591,0,17,6,0,0
"1011",0.201933,"OFP",0,20,1,0,29,0,0,13,0,0,24,12,29,0,0,30,5,0,23,28,0,39,13521,7551,3838,2239,1225,685,4,10,22,27,0
"1012",0.202627,"OFP",0,41,19,0,21,0,0,0,18,0,18,39,12,61,21,5,19,0,11,18,0,0,13412,7515,3876,2279,1248,661,0,0,9,23,0
"1013",0.203322,"OFP",13,34,0,23,0,0,21,0,0,10,19,5,13,28,0,21,0,0,0,0,39,18,13479,7570,3917,2311,1204,641,0,0,0,41,3
"1014",0.204016,"OFP",2,0,0,0,0,0,14,0,0,0,0,29,49,0,17,0,26,0,0,0,0,0,13508,7607,3934,2301,1244,633,0,0,3,0,0
"1015",0.204711,"OFP",22,18,0,25,0,28,14,0,4,0,33,8,27,0,1,3,0,0,0,22,0,9,13631,7520,3845,2292,1199,685,4,0,0,16,0
"1016",0.205405,"OFP",54,0,0,29,0,2,0,28,0,0,0,0,14,10,0,0,0,4,16,0,15,0,13486,7503,3917,2283,1292,643,14,0,0,0,8
"1017",0.2061,"OFP",11,27,0,0,0,0,0,0,22,0,14,63,39,15,0,34,4,0,0,21,7,0,13393,7598,3819,2268,1231,639,0,14,10,22,29
"1018",0.206794,"OFP",15,31,0,22,0,8,0,0,20,0,0,0,5,0,0,0,0,0,18,0,0,0,13532,7570,3855,2268,1290,656,0,26,0,8,0
"1019",0.207488,"OFP",0,17,0,0,9,0,0,5,0,28,0,30,16,28,0,13,32,0,22,0,24,3,13497,7556,3814,2327,1221,657,39,0,7,0,7
"1020",0.208183,"OFP",14,54,0,13,19,36,0,23,0,6,25,37,23,0,34,0,11,0,0,32,0,13,13641,7557,3838,2346,1183,703,29,5,7,14,0
"1021",0.208877,"OFP",0,0,14,8,0,25,25,34,0,0,8,0,41,16,3,25,46,20,23,0,22,5,13500,7677,3837,2282,1144,662,17,17,5,0,12
"1022",0.209572,"OFP",31,0,6,13,0,30,0,23,0,21,34,0,18,11,0,0,9,20,10,0,0,0,13636,7614,3847,2322,1273,667,11,0,36,0,27
"1023",0.210266,"OFP",30,6,0,5,32,0,0,0,19,0,0,0,27,14,29,18,0,0,0,0,0,32,13578,7644,3840,2346,1166,638,33,0,13,16,0
"1024",0.210961,"OFP",30,29,0,0,0,10,10,38,4,20,0,6,7,0,0,0,2,22,29,11,0,0,13572,7649,3816,2358,1264,685,0,0,35,0,12
"1025",0.211655,"OFP",22,18,25,9,0,13,0,0,0,41,24,13,37,0,33,0,21,4,0,15,0,21,13680,7715,3825,2323,1308,606,0,0,0,1,0
"1026",0.21235,"OFP",33,22,26,0,29,0,30,0,0,0,0,5,0,19,0,0,13,0,0,0,3,20,13599,7696,3746,2324,1174,677,0,0,2,0,3
"1027",0.213044,"OFP",20,18,9,22,0,0,0,18,0,0,13,0,4,0,25,22,33,0,0,23,21,14,13561,7646,3827,2311,1266,682,19,0,0,0,35
"1028",0.213738,"OFP",7,0,17,19,25,0,0,0,0,20,21,13,21,0,4,0,20,0,16,0,0,36,13614,7731,3720,2296,1215,651,4,0,21,13,0
"1029",0.214433,"OFP",31,0,0,16,0,5,26,0,25,0,12,0,20,0,26,0,0,0,0,9,0,0,13509,7734,3756,2323,1210,608,7,0,0,20,0
"1030",0.215127,"OFP",0,19,0,40,0,14,0,0,21,0,4,2,55,0,0,0,0,14,19,21,44,17,13696,7613,3736,2291,1177,667,5,0,14,0,19
"1031",0.215822,"OFP",0,0,9,23,30,14,0,19,0,0,29,0,7,23,0,0,16,0,1,14,6,27,13574,7691,3764,2280,1229,645,31,0,9,11,1
"1032",0.216516,"OFP",0,0,0,17,24,0,0,13,15,0,0,0,5,0,0,9,0,0,0,0,0,0,13735,7558,3657,2312,1219,687,0,16,5,20,1
"1033",0.217211,"OFP",0,0,25,0,21,7,0,29,12,0,0,0,17,0,5,0,15,8,2,0,0,6,13617,7682,3735,2338,1194,643,0,11,0,0,8
"1034",0.217905,"OFP",19,2,18,0,24,0,6,13,24,0,0,0,0,3,18,15,0,0,0,12,37,0,13571,7708,3745,2322,1169,684,0,0,13,2,10
"1035",0.2186,"OFP",14,0,0,7,51,0,0,33,0,0,24,33,0,0,0,0,0,0,0,28,30,24,13728,7621,3641,2319,1127,640,0,8,13,0,21
"1036",0.219294,"OFP",0,0,22,0,0,24,0,15,2,0,13,0,17,0,0,18,25,23,0,13,23,0,13787,7679,3607,2239,1253,665,0,0,16,24,0
"1037",0.219988,"OFP",0,0,7,0,0,0,23,16,14,10,10,6,35,0,0,2,9,0,6,0,18,23,13556,7666,3666,2317,1177,716,0,20,9,0,27
"1038",0.220683,"OFP",0,10,23,0,0,0,0,15,0,0,0,3,29,3,0,10,0,28,19,11,18,20,13861,7682,3678,2373,1264,661,0,16,0,0,0
"1039",0.221377,"OFP",0,9,0,19,0,0,26,0,0,0,27,3,0,0,0,10,0,0,4,20,8,13,13723,7808,3624,2297,1208,667,13,16,10,12,16
"1040",0.222072,"OFP",0,28,0,20,0,0,12,35,0,14,0,11,28,0,0,0,0,22,0,0,0,0,13636,7721,3652,2322,1218,639,0,0,0,25,22
"1041",0.222766,"OFP",20,26,0,0,33,14,16,0,0,14,20,18,9,0,16,4,26,0,0,0,20,35,13724,7744,3658,2306,1200,654,13,5,0,6,0
"1042",0.223461,"OFP",24,0,0,14,53,0,14,16,0,9,0,30,27,6,0,7,9,17,30,24,9,0,13577,7795,3634,2295,1238,675,19,0,0,0,13
"1043",0.224155,"OFP",0,19,34,31,0,0,0,0,13,9,0,37,26,0,0,0,0,11,0,0,0,33,13613,7663,3720,2368,1204,629,0,21,0,17,0
"1044",0.22485,"OFP",22,0,15,0,0,23,0,14,0,0,0,3,0,19,30,0,30,0,0,2,0,0,13733,7754,3675,2390,1310,689,0,1,0,0,7
"1045",0.225544,"OFP",0,11,0,42,21,0,36,0,30,0,23,0,19,0,7,38,0,0,0,17,0,11,13782,7695,3697,2343,1189,678,0,30,0,11,0
"1046",0.226238,"OFP",17,10,6,0,0,0,28,0,0,19,23,22,3,25,0,6,0,29,0,7,0,19,13742,7809,3698,2343,1182,680,0,0,0,18,0
"1047",0.226933,"OFP",24,0,16,14,15,11,11,0,7,27,17,7,0,2,0,0,4,0,0,5,0,32,13794,7782,3639,2361,1224,686,9,0,13,30,24
"1048",0.227627,"OFP",31,30,0,17,32,0,0,0,0,0,0,1,7,0,27,15,17,0,0,0,0,11,13722,7812,3735,2333,1208,651,0,12,4,30,0
"1049",0.228322,"OFP",0,0,0,19,12,15,30,4,0,18,22,37,12,27,0,0,0,18,5,0,19,0,13857,7723,3671,2331,1222,677,0,14,5,27,9
"1050",0.229016,"OFP",0,0,11,28,0,0,0,23,0,18,0,47,0,5,0,4,0,0,28,0,17,16,13803,7810,3668,2396,1303,631,0,33,1,0,0
"1051",0.229711,"OFP",25,0,17,0,0,17,0,0,40,0,0,4,0,0,0,0,19,9,33,14,19,29,13852,7732,3619,2312,1326,657,1,0,7,0,0
"1052",0.230405,"OFP",0,0,0,0,29,0,0,0,8,0,25,28,13,0,34,0,2,0,0,19,0,0,13880,7760,3628,2358,1186,694,14,16,0,7,0
"1053",0.2311,"OFP",41,27,27,27,25,21,17,14,0,0,27,2,4,11,20,0,16,0,0,0,7,6,13768,7774,3714,2342,1277,636,2,18,0,1,24
"1054",0.231794,"OFP",0,0,23,0,0,0,22,15,2,0,0,4,7,0,0,16,0,5,0,0,24,13,13838,7773,3663,2265,1203,668,9,20,0,18,0
"1055",0.232488,"OFP",0,11,0,31,0,0,4,0,11,0,26,14,16,20,0,24,14,0,0,28,24,8,13905,7733,3599,2297,1179,666,20,25,3,11,9
"1056",0.233183,"OFP",30,0,15,32,0,0,0,18,0,22,0,3,21,28,18,0,0,0,4,0,0,0,13969,7785,3577,2310,1309,659,9,0,19,18,0
"1057",0.233877,"OFP",14,34,0,1,0,0,20,0,21,38,15,2,35,22,0,36,0,0,16,14,0,0,13977,7834,3646,2303,1223,702,6,0,0,5,23
"1058",0.234572,"OFP",34,0,0,41,9,0,28,0,0,0,21,35,22,0,0,9,30,17,17,0,36,0,13849,7746,3669,2342,1220,661,0,30,5,15,0
"1059",0.235266,"OFP",0,34,0,0,13,0,30,13,0,37,0,1,0,8,0,14,0,0,0,0,0,34,13882,7911,3623,2310,1148,704,21,11,0,10,0
"1060",0.235961,"OFP",1,0,32,16,0,0,0,20,13,16,0,16,0,4,0,0,0,0,0,0,0,35,13787,7819,3665,2319,1215,699,0,0,13,0,0
"1061",0.236655,"OFP",0,0,22,0,0,9,0,0,42,0,0,32,22,39,16,0,36,0,0,9,0,0,13749,7864,3649,2364,1220,685,0,0,0,11,21
"1062",0.23735,"OFP",21,29,0,0,0,12,0,8,0,23,35,23,17,0,26,13,0,0,1,0,7,10,13878,7852,3677,2349,1228,646,0,0,0,20,0
"1063",0.238044,"OFP",0,0,0,15,0,7,21,0,31,9,0,16,31,17,0,12,18,0,0,0,30,16,13847,7847,3635,2368,1214,704,26,0,23,0,0
"1064",0.238738,"OFP",0,18,0,33,14,0,17,0,30,0,9,30,4,0,3,4,15,40,46,0,32,13,13828,7960,3612,2349,1148,631,4,21,0,0,0
"1065",0.239433,"OFP",0,38,0,10,38,7,0,18,21,0,0,32,22,0,0,36,0,10,26,0,0,0,13876,7822,3569,2340,1198,663,0,28,0,0,5
"1066",0.240127,"OFP",16,0,25,16,57,0,15,52,0,7,16,24,9,0,34,0,21,0,5,27,7,0,13953,7872,3662,2369,1319,634,20,10,16,12,0
"1067",0.240822,"OFP",13,39,12,10,11,0,25,0,0,23,0,0,14,0,2,15,28,0,27,20,0,10,14110,7888,3544,2355,1204,656,0,0,0,29,0
"1068",0.241516,"OFP",0,20,0,11,17,34,0,19,22,0,0,0,18,2,0,0,7,6,18,0,0,0,13969,7907,3630,2308,1172,666,8,5,20,9,25
"1069",0.242211,"OFP",12,0,38,0,23,0,23,0,15,0,0,0,40,33,0,0,0,0,0,0,0,0,13972,7938,3615,2349,1259,655,22,10,0,16,0
"1070",0.242905,"OFP",15,0,29,14,0,21,0,0,18,0,0,11,25,0,0,30,0,0,10,22,7,0,14054,7749,3649,2362,1200,696,0,0,11,0,12
"1071",0.2436,"OFP",0,0,14,0,22,14,0,14,26,0,7,11,0,0,15,33,15,0,0,37,23,8,13957,7807,3650,2314,1317,691,0,0,0,8,26
"1072",0.244294,"OFP",2,22,18,0,16,8,0,0,0,20,0,11,27,19,4,47,0,0,0,0,0,0,13917,7819,3639,2397,1272,684,15,33,12,0,0
"1073",0.244988,"OFP",34,0,0,20,0,0,30,0,13,0,0,35,18,7,0,0,14,14,26,26,0,0,14042,7949,3659,2370,1221,635,0,0,0,0,57
"1074",0.245683,"OFP",25,0,0,24,0,9,7,12,1,12,0,2,7,24,26,26,0,23,28,11,0,22,13966,7923,3647,2372,1157,664,0,0,0,17,0
"1075",0.246377,"OFP",1,16,30,14,0,13,19,18,32,0,18,8,0,0,0,0,0,6,0,0,0,9,13636,7824,3629,2371,1256,691,19,21,21,0,22
"1076",0.247072,"OFP",22,0,15,38,0,24,21,0,16,26,0,0,12,27,0,0,0,13,6,7,0,0,13945,7931,3605,2351,1204,687,16,7,0,1,0
"1077",0.247766,"OFP",0,11,16,9,50,0,26,0,19,0,0,12,1,0,0,18,35,7,12,0,0,9,13862,7994,3634,2301,1279,662,16,0,24,0,21
"1078",0.248461,"OFP",24,0,14,19,0,0,17,0,0,37,0,4,4,0,0,21,0,0,0,23,16,0,14048,7847,3640,2388,1150,697,0,15,0,6,20
"1079",0.249155,"OFP",0,0,27,0,13,0,0,15,12,0,0,10,0,19,3,0,0,24,4,0,0,12,13933,7912,3598,2335,1246,662,0,30,0,19,0
"1080",0.24985,"OFP",24,0,0,47,0,25,0,16,0,0,0,0,24,0,0,0,5,55,0,7,2,0,13900,7802,3644,2397,1286,638,0,0,9,0,14
