"","Time","Read","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11"
"172",0.119294,"CFP",3345,1898,1056,593,329,158,19,29,26,21,4,123,85,77,22,17,15,20,0,0,18,0,179,105,74,56,42,23,0,0,0,19,22
"173",0.119988,"CFP",3366,1836,1067,612,316,150,13,0,17,0,0,158,82,61,33,25,37,9,17,0,22,20,184,103,79,22,7,16,30,0,21,2,0
"174",0.120683,"CFP",3326,1833,1067,575,332,161,23,22,22,23,21,159,75,40,44,3,3,0,0,0,0,0,153,109,72,24,44,0,0,26,8,23,0
"175",0.121377,"CFP",3390,1858,1074,597,334,206,30,26,0,0,0,141,82,41,10,20,31,7,0,4,16,0,196,77,63,55,0,22,50,5,12,22,5
"176",0.122072,"CFP",3439,1869,1072,562,343,200,18,0,0,0,0,133,96,36,48,18,35,22,10,0,25,24,168,91,41,20,42,28,0,0,0,0,31
"177",0.122766,"CFP",3401,1858,1065,587,307,155,24,0,23,10,0,154,111,65,59,25,19,35,17,0,3,0,186,86,78,38,2,11,29,0,0,0,6
"178",0.123461,"CFP",3408,1842,1104,582,317,172,0,17,7,0,3,126,76,86,43,35,0,0,28,26,3,17,187,127,52,39,10,20,12,0,0,0,0
"179",0.124155,"CFP",3400,1869,1070,584,313,203,0,22,16,0,4,121,86,36,20,5,39,17,0,19,0,11,204,122,36,55,48,0,9,0,0,4,0
"180",0.12485,"CFP",3403,1843,1101,573,350,193,0,11,0,5,19,134,99,41,29,8,3,4,24,42,4,0,182,120,94,52,8,33,0,11,0,0,2
"181",0.125544,"CFP",3453,1886,1116,590,297,205,21,3,23,7,0,124,93,70,9,39,1,0,0,0,1,0,151,121,81,38,40,37,18,0,0,4,0
"182",0.126238,"CFP",3439,1899,1048,528,331,190,26,0,9,8,0,138,109,38,53,3,44,26,0,2,0,0,153,104,73,54,7,2,0,2,0,0,31
"183",0.126933,"CFP",3375,1888,1114,567,360,211,0,0,0,0,17,123,69,41,30,0,0,0,0,7,0,0,181,120,34,39,13,7,11,0,15,0,0
"184",0.127627,"CFP",3475,1847,1115,596,339,189,2,0,0,47,0,138,107,33,11,6,34,0,41,28,26,7,190,86,68,40,12,39,0,19,5,0,0
"185",0.128322,"CFP",3492,1905,1113,614,289,166,12,19,0,0,5,140,82,54,43,5,3,24,44,0,0,0,178,111,68,53,44,36,17,16,25,25,0
"186",0.129016,"CFP",3478,1878,1116,559,296,178,14,0,0,28,8,117,77,79,45,23,34,0,8,0,25,0,148,90,35,49,10,6,26,0,0,27,31
"187",0.129711,"CFP",3470,1896,1099,563,328,193,18,0,0,19,0,141,77,69,30,38,0,7,0,0,20,0,193,84,76,26,30,0,13,22,0,0,0
"188",0.130405,"CFP",3499,1932,1117,606,337,208,50,5,20,22,31,142,111,36,27,5,6,13,20,25,5,25,185,103,77,44,41,1,29,3,0,23,7
"189",0.1311,"CFP",3532,1917,1080,581,333,195,0,0,28,9,0,156,106,70,31,23,30,27,0,0,7,17,202,124,51,23,28,0,33,0,0,0,12
"190",0.131794,"CFP",3513,1897,1058,602,360,158,0,19,0,0,0,145,116,72,19,18,17,0,0,24,25,24,154,73,35,40,10,3,0,15,24,19,0
"191",0.132488,"CFP",3579,1931,1113,570,304,167,0,22,0,0,25,144,72,49,56,40,18,42,29,19,22,21,198,102,44,36,12,22,14,0,27,1,20
"192",0.133183,"CFP",3523,1874,1093,617,318,200,14,0,0,0,17,145,71,58,38,6,35,13,15,0,6,0,155,67,40,10,23,0,0,0,0,3,3
"193",0.133877,"CFP",3561,1936,1098,539,320,178,0,16,0,0,0,165,109,42,37,0,35,23,7,19,27,0,150,121,44,51,9,29,19,26,0,0,0
"194",0.134572,"CFP",3525,1904,1082,571,351,201,28,5,10,0,31,160,75,39,12,48,40,0,0,23,3,0,157,124,79,50,37,15,32,0,0,21,0
"195",0.135266,"CFP",3522,1912,1107,579,353,188,51,0,0,36,15,162,81,41,9,40,35,30,23,0,0,4,132,113,40,44,12,39,0,0,16,0,0
"196",0.135961,"CFP",3574,1916,1061,609,303,159,0,0,0,0,4,135,105,63,45,47,29,13,0,25,16,6,158,96,75,31,9,3,0,24,25,20,0
"197",0.136655,"CFP",3573,1959,1073,548,328,154,0,23,6,21,0,141,106,39,25,13,34,0,26,27,16,0,153,99,43,38,12,0,0,0,0,0,23
"198",0.13735,"CFP",3532,1973,1125,588,305,165,0,8,27,26,21,167,94,79,30,8,3,29,0,0,0,1,184,90,40,59,21,8,21,12,8,2,21
"199",0.138044,"CFP",3557,1956,1128,570,343,197,6,1,4,4,0,150,74,37,15,3,18,0,22,0,7,0,172,122,82,52,42,27,0,1,16,0,7
"200",0.138738,"CFP",3643,1903,1109,585,354,198,24,23,0,11,18,158,81,46,8,16,1,0,1,0,2,26,149,94,48,63,33,35,27,7,41,0,16
"201",0.139433,"CFP",3611,1972,1079,615,297,161,27,0,41,0,0,152,84,76,18,22,32,45,28,0,10,24,149,85,79,37,48,35,27,3,4,0,13
"202",0.140127,"CFP",3625,1953,1129,599,352,161,0,17,0,0,0,155,65,77,35,44,5,0,18,0,26,5,178,112,42,19,12,44,21,0,0,42,0
"203",0.140822,"CFP",3637,1970,1124,618,309,157,7,15,10,0,0,150,102,55,20,38,3,0,0,0,2,6,141,122,74,58,49,28,21,24,0,0,9
"204",0.141516,"CFP",3698,1953,1109,604,349,193,29,3,31,29,9,140,73,45,43,4,36,0,22,0,0,1,189,82,48,36,27,3,0,20,0,0,24
"205",0.142211,"CFP",3655,1950,1113,573,310,157,29,23,0,0,6,140,78,35,71,12,9,24,5,0,3,0,155,98,36,23,45,13,0,25,0,8,0
"206",0.142905,"CFP",3643,1971,1069,571,329,190,12,22,0,0,12,154,73,49,18,5,0,0,26,7,0,24,157,116,77,21,29,25,0,5,0,0,0
"207",0.1436,"CFP",3628,1976,1131,597,335,158,1,0,15,23,8,153,109,67,49,10,0,12,24,3,0,0,194,79,73,57,34,19,0,0,0,0,11
"208",0.144294,"CFP",3673,1982,1114,598,299,165,0,8,0,0,0,148,87,41,27,20,5,0,0,21,15,0,185,125,75,25,20,0,0,17,16,5,6
"209",0.144988,"CFP",3678,2001,1089,584,292,178,0,0,10,0,2,138,70,45,36,14,0,16,25,19,0,26,194,119,63,52,11,30,23,6,5,11,6
"210",0.145683,"CFP",3754,1955,1097,601,291,159,14,0,0,17,0,139,103,36,18,41,38,0,2,0,0,34,206,129,71,26,45,21,8,0,6,0,0
"211",0.146377,"CFP",3732,1953,1111,570,351,193,30,4,0,22,15,134,106,46,36,46,10,0,0,0,0,10,172,89,41,44,25,0,0,5,0,2,0
"212",0.147072,"CFP",3636,1950,1122,647,345,185,0,0,22,0,15,154,72,57,19,26,35,9,0,0,2,0,158,123,36,36,15,30,0,0,24,0,26
"213",0.147766,"CFP",3695,1987,1103,602,330,193,0,0,15,28,4,160,69,46,16,25,0,0,38,23,37,0,186,108,40,5,42,14,27,0,14,0,31
"214",0.148461,"CFP",3735,1952,1054,576,315,157,15,0,23,0,0,146,115,37,23,44,19,0,0,24,0,0,192,98,80,42,50,39,4,24,0,0,2
"215",0.149155,"CFP",3751,1978,1068,589,301,184,0,0,0,0,6,153,99,28,54,38,2,5,10,12,27,0,148,118,14,36,23,4,24,0,1,21,22
"216",0.14985,"CFP",3719,2011,1071,564,289,214,0,5,0,23,3,150,113,76,55,62,33,25,27,0,0,0,183,113,33,20,24,0,0,0,0,7,3
"217",0.150544,"CFP",3701,2016,1095,618,340,197,23,0,0,27,6,140,72,80,51,20,9,7,0,0,0,0,206,81,72,48,40,11,0,23,0,0,11
"218",0.151238,"CFP",3735,1991,1089,647,320,156,10,0,19,0,4,153,89,66,65,38,37,30,0,0,25,14,179,87,78,55,42,7,0,0,14,27,0
"219",0.151933,"CFP",3739,1973,1068,599,327,173,28,25,0,0,0,122,76,38,57,3,38,26,32,0,0,25,180,116,76,15,44,0,3,23,3,27,8
"220",0.152627,"CFP",3731,2006,1080,630,334,157,27,5,0,11,7,131,105,67,62,26,15,13,11,9,0,0,196,112,72,66,62,28,27,3,1,1,10
"221",0.153322,"CFP",3852,2020,1116,632,335,162,23,0,0,6,44,144,82,52,26,26,26,7,23,23,0,4,147,99,47,50,44,0,19,0,4,0,5
"222",0.154016,"CFP",3784,1972,1086,612,271,171,22,0,5,21,11,127,92,44,50,7,0,17,28,0,5,5,171,80,45,35,23,6,16,8,0,0,28
"223",0.154711,"CFP",3792,2036,1065,642,358,146,28,39,4,20,1,130,78,34,57,47,0,28,0,0,25,0,153,141,43,34,0,58,8,21,0,26,10
"224",0.155405,"CFP",3795,1950,1076,604,324,158,38,0,0,0,2,151,117,36,20,5,16,25,2,9,23,0,181,92,50,47,38,0,15,3,21,0,20
"225",0.1561,"CFP",3762,2044,1066,641,349,157,26,0,22,12,23,151,107,42,42,15,14,16,29,0,0,22,188,106,53,42,8,32,0,22,0,23,0
"226",0.156794,"CFP",3817,1992,1123,596,292,192,0,23,30,5,4,155,79,75,41,18,27,0,26,13,27,0,183,84,62,56,42,35,23,0,0,0,23
"227",0.157488,"CFP",3805,1963,1051,591,304,143,0,0,0,0,0,133,92,59,13,49,45,3,0,16,0,0,183,128,82,54,44,35,0,20,2,0,29
"228",0.158183,"CFP",3833,2039,1080,585,307,163,0,0,24,17,18,158,97,35,74,8,23,26,39,0,0,19,199,85,45,25,34,7,0,26,9,29,19
"229",0.158877,"CFP",3817,2051,1106,614,325,194,33,8,28,32,20,146,76,46,20,35,36,29,20,24,23,3,192,102,41,37,10,0,0,29,4,25,4
"230",0.159572,"CFP",3819,2041,1068,634,339,171,0,26,7,0,21,159,79,50,54,35,40,33,0,21,32,0,163,120,74,0,29,33,25,0,18,16,0
"231",0.160266,"CFP",3819,2031,1102,648,325,200,3,22,23,0,23,149,83,80,33,11,8,20,0,0,22,0,193,82,77,52,51,16,0,0,2,15,9
"232",0.160961,"CFP",3852,2027,1097,646,336,137,6,0,23,0,6,134,117,52,10,11,0,34,23,1,31,0,156,93,72,37,38,8,24,23,0,0,0
"233",0.161655,"CFP",3836,2012,1109,626,323,183,0,0,21,19,22,130,112,79,16,41,33,4,20,0,21,31,147,101,55,18,42,24,0,10,0,0,24
"234",0.16235,"CFP",3836,2042,1052,602,320,163,0,0,21,23,21,124,99,49,49,35,39,13,34,0,0,0,149,88,22,19,18,12,19,5,8,0,21
"235",0.163044,"CFP",3836,2056,1128,670,307,180,31,18,5,25,1,166,97,72,62,38,17,23,0,23,0,4,190,119,84,57,31,38,27,12,18,17,0
"236",0.163738,"CFP",3918,2043,1112,621,307,168,0,0,18,22,11,156,76,72,11,4,35,0,16,20,0,39,157,84,71,47,5,11,31,19,5,3,1
"237",0.164433,"CFP",3859,2076,1071,657,350,169,11,20,25,0,21,147,75,72,43,44,4,19,0,9,1,5,182,99,51,17,18,4,36,0,4,26,7
"238",0.165127,"CFP",3913,2086,1072,621,303,170,4,0,11,22,0,156,82,31,52,11,11,29,23,0,0,0,188,122,39,50,44,0,33,25,0,22,31
"239",0.165822,"CFP",3906,2058,1108,606,342,184,12,2,13,0,1,149,93,68,48,42,18,3,0,8,20,20,191,102,46,30,46,32,0,4,0,24,5
"240",0.166516,"CFP",3894,2012,1105,615,339,196,0,5,0,18,0,159,76,54,55,18,37,9,18,18,0,29,194,84,75,12,20,5,20,0,0,16,22
"241",0.167211,"CFP",3893,2091,1118,616,329,191,9,0,28,30,0,163,112,59,19,16,2,0,17,26,20,5,145,98,38,32,0,0,0,0,15,23,2
"242",0.167905,"CFP",3920,2131,1101,649,320,163,0,8,0,20,23,139,84,55,45,29,0,14,16,30,0,7,182,79,41,24,44,38,25,0,32,13,1
"243",0.1686,"CFP",3953,2048,1086,635,332,168,8,1,8,23,25,163,110,77,29,51,37,0,6,1,18,0,174,72,70,44,43,23,29,0,15,31,1
"244",0.169294,"CFP",3872,2086,1121,618,328,132,0,0,27,12,4,136,79,70,21,6,16,24,24,0,0,17,184,113,56,26,30,40,0,5,0,0,21
"245",0.169988,"CFP",3932,2057,1120,646,334,166,25,0,0,0,0,156,75,44,55,45,32,0,9,10,27,15,146,104,42,12,40,34,29,24,5,23,27
"246",0.170683,"CFP",3922,2099,1125,622,302,192,10,28,21,20,23,126,105,54,39,4,8,30,13,0,0,0,147,123,78,43,39,0,22,9,0,0,0
"247",0.171377,"CFP",3915,2074,1084,666,323,170,0,3,0,1,12,167,70,67,45,9,0,23,25,27,4,0,151,122,76,52,33,0,28,7,0,18,0
"248",0.172072,"CFP",3937,2067,1086,631,366,188,14,27,7,0,18,146,113,73,36,49,29,11,19,20,27,22,190,99,61,64,43,36,0,9,1,25,0
"249",0.172766,"CFP",3911,2124,1081,586,332,159,0,0,17,27,14,144,115,60,14,34,40,9,0,29,30,0,184,69,47,63,14,21,32,0,0,11,0
"250",0.173461,"CFP",3966,2044,1082,617,349,199,28,0,24,1,0,127,96,74,40,42,31,0,0,32,29,11,192,85,44,74,8,25,9,19,46,19,0
"251",0.174155,"CFP",3921,2121,1143,689,336,150,25,7,0,8,0,165,92,72,47,11,7,0,0,22,22,21,192,101,57,34,19,23,22,5,18,20,0
"252",0.17485,"CFP",3955,2089,1165,635,307,177,27,20,3,6,21,164,76,75,29,23,27,22,12,28,21,26,145,88,68,26,24,35,45,0,17,0,0
"253",0.175544,"CFP",3945,2080,1100,621,345,197,27,16,0,0,0,133,107,29,13,39,1,7,5,16,4,22,158,113,39,62,7,0,7,21,20,8,22
"254",0.176238,"CFP",3969,2144,1129,615,295,170,23,0,10,0,41,159,107,60,22,41,3,0,0,0,7,0,151,70,79,52,4,0,2,0,24,0,24
"255",0.176933,"CFP",3909,2109,1119,635,352,171,0,0,22,22,0,140,113,77,46,8,0,16,0,23,34,26,179,106,25,73,3,0,12,1,4,27,24
"256",0.177627,"CFP",3940,2065,1101,627,298,156,18,21,0,0,4,140,112,77,50,47,10,28,16,21,17,0,159,120,58,53,11,14,0,5,11,0,22
"257",0.178322,"CFP",3965,2145,1198,626,305,203,31,4,0,0,0,143,116,43,20,14,42,24,2,0,0,8,183,107,75,18,39,6,0,0,25,0,3
"258",0.179016,"CFP",3982,2068,1121,629,317,203,33,0,0,12,4,147,105,41,54,35,6,4,0,0,21,3,144,79,67,22,12,31,0,7,0,21,12
"259",0.179711,"CFP",3922,2142,1164,650,297,174,0,0,25,22,9,159,96,38,6,35,15,45,5,0,0,0,190,62,69,16,35,44,3,16,14,10,2
"260",0.180405,"CFP",3929,2154,1173,632,299,164,0,0,38,22,16,122,113,59,38,5,20,0,0,22,23,21,184,107,44,27,23,2,0,21,21,35,10
"261",0.1811,"CFP",3980,2155,1149,618,293,157,0,0,25,25,0,164,70,56,14,32,19,27,5,0,4,1,185,121,50,33,9,22,0,0,0,5,18
"262",0.181794,"CFP",3939,2162,1122,650,296,171,19,22,0,6,24,153,98,79,37,9,0,2,30,0,0,0,152,116,73,41,28,4,9,21,4,23,3
"263",0.182488,"CFP",3814,2098,1124,641,312,162,0,23,0,0,5,162,77,40,13,38,31,27,20,0,0,16,153,113,73,50,3,1,0,23,22,0,10
"264",0.183183,"CFP",3924,2157,1153,610,288,156,26,18,0,0,0,162,110,65,16,46,5,30,0,18,0,26,190,88,75,56,38,37,0,2,3,0,26
"265",0.183877,"CFP",3877,2112,1159,635,313,147,0,4,0,0,18,121,72,36,18,51,14,12,0,28,12,10,194,92,72,54,9,5,0,21,16,21,16
"266",0.184572,"CFP",3872,2157,1160,621,307,196,24,22,0,0,21,137,67,44,22,17,0,0,0,26,20,17,151,122,67,61,47,32,23,17,22,0,24
"267",0.185266,"CFP",3812,2161,1160,633,297,165,0,4,5,2,0,157,94,32,7,25,2,0,23,0,0,0,185,110,78,13,47,13,31,17,20,0,0
"268",0.185961,"CFP",3840,2135,1184,653,297,169,31,0,18,11,0,148,89,44,33,9,8,23,0,25,2,21,147,122,70,47,0,0,0,33,9,8,25
"269",0.186655,"CFP",3864,2161,1169,648,287,149,0,0,32,19,18,167,111,41,52,39,34,23,0,28,0,1,156,97,72,36,0,37,0,22,9,0,15
"270",0.18735,"CFP",3835,2245,1186,644,332,170,31,25,4,27,21,168,106,93,19,36,21,27,34,5,0,0,146,113,37,26,20,13,3,27,6,1,0
"271",0.188044,"CFP",3868,2162,1169,608,339,192,0,0,1,0,8,163,76,41,34,5,26,24,26,0,17,3,149,115,37,41,3,14,0,20,24,44,0
"272",0.188738,"CFP",3806,2130,1109,621,281,159,32,5,30,26,29,166,92,34,29,25,0,0,21,0,18,19,186,83,63,49,7,17,14,23,0,0,21
"273",0.189433,"CFP",3798,2160,1126,645,316,188,9,5,27,0,7,151,70,83,53,20,0,4,28,6,28,28,150,78,66,18,4,32,10,27,0,1,0
"274",0.190127,"CFP",3902,2192,1179,592,339,158,36,21,0,7,20,140,101,56,30,12,14,27,0,24,17,3,149,68,58,65,10,28,24,30,15,0,16
"275",0.190822,"CFP",3845,2159,1145,609,351,166,0,0,28,20,0,140,59,77,23,28,13,22,26,24,0,5,153,90,62,39,42,0,24,23,1,0,10
"276",0.191516,"CFP",3923,2156,1218,584,321,183,0,20,30,0,0,135,102,73,20,11,7,25,0,0,23,0,157,110,36,8,7,35,0,3,0,12,9
"277",0.192211,"CFP",3882,2122,1183,607,344,182,34,0,20,0,0,172,73,48,51,16,47,37,0,0,5,0,154,122,54,22,46,5,0,0,9,13,0
"278",0.192905,"CFP",3923,2155,1184,645,301,169,32,0,40,0,0,150,58,39,54,47,25,0,22,28,31,0,147,113,41,21,39,0,0,6,8,28,4
"279",0.1936,"CFP",3897,2206,1228,637,282,174,12,0,19,23,1,158,86,42,14,49,34,24,3,24,25,43,163,113,44,20,17,0,0,20,20,24,0
"280",0.194294,"CFP",3885,2172,1220,627,310,195,32,20,0,4,0,164,82,78,45,4,0,0,0,0,0,0,188,114,71,23,17,26,27,0,1,29,0
"281",0.194988,"CFP",3878,2183,1187,613,337,196,28,19,0,0,0,142,63,37,18,28,2,0,0,4,0,0,165,118,92,56,37,32,29,0,18,19,3
"282",0.195683,"CFP",3869,2191,1208,638,314,166,18,24,0,0,2,146,114,47,28,38,41,0,0,8,0,0,150,115,100,51,9,36,16,4,0,4,7
"283",0.196377,"CFP",3924,2168,1227,624,286,162,6,1,6,9,0,165,77,38,29,38,32,26,33,0,0,24,145,89,47,39,24,28,0,30,6,43,24
"284",0.197072,"CFP",4013,2220,1187,632,342,168,26,33,0,30,6,164,88,44,55,0,6,0,7,0,15,0,192,112,56,56,51,43,0,22,0,0,0
"285",0.197766,"CFP",3938,2205,1176,608,346,174,0,4,14,26,34,122,109,43,32,13,2,5,0,23,3,23,180,77,47,56,40,36,0,0,0,0,0
"286",0.198461,"CFP",3969,2193,1203,579,312,161,26,24,17,19,8,155,109,70,23,51,14,0,0,0,2,26,193,92,34,22,47,0,22,20,19,22,9
"287",0.199155,"CFP",3951,2165,1223,604,328,161,34,0,16,2,0,151,82,41,41,18,29,4,28,0,11,21,176,119,71,24,24,30,37,16,0,0,0
"288",0.19985,"CFP",3960,2187,1199,617,327,164,3,1,0,0,20,146,62,67,18,7,6,3,11,27,0,15,180,78,55,55,34,31,0,0,3,23,20
"289",0.200544,"CFP",3901,2216,1268,610,319,188,14,1,28,18,17,191,79,44,21,41,41,23,24,12,0,18,184,108,82,46,12,15,27,0,8,0,0
"290",0.201238,"CFP",3923,2196,1172,619,330,194,32,19,4,0,0,163,84,63,17,3,32,26,22,0,0,0,145,113,67,31,45,0,0,4,22,37,8
"291",0.201933,"CFP",3986,2226,1203,588,323,155,0,0,0,8,24,155,110,68,51,52,0,18,19,0,8,27,181,97,84,30,43,19,0,4,0,25,2
"292",0.202627,"CFP",3882,2224,1208,617,318,153,9,31,27,0,22,130,70,85,53,42,0,0,7,26,7,0,143,84,71,18,33,0,7,24,0,25,0
"293",0.203322,"CFP",3980,2212,1254,608,305,162,0,0,7,0,4,116,77,53,23,37,0,0,0,47,25,20,196,72,61,37,8,0,0,11,18,0,0
"294",0.204016,"CFP",3968,2212,1224,626,340,187,46,9,17,25,10,148,98,65,12,26,19,18,13,10,22,0,151,109,84,25,7,22,9,10,0,18,10
"295",0.204711,"CFP",3995,2213,1237,636,320,186,16,0,0,9,26,120,110,71,38,41,22,0,0,26,6,7,198,87,46,57,12,29,14,5,1,0,0
"296",0.205405,"CFP",3942,2216,1240,615,333,154,0,0,0,0,9,178,107,69,10,9,21,24,0,3,0,22,170,87,74,50,27,23,31,0,0,0,7
"297",0.2061,"CFP",3994,2199,1232,618,327,191,17,0,19,25,13,165,113,30,39,13,18,26,0,17,0,0,143,94,69,34,47,12,13,0,23,0,0
"298",0.206794,"CFP",3997,2236,1221,589,299,195,0,21,0,0,27,145,110,63,7,8,36,31,0,0,9,26,184,83,65,59,44,32,28,0,0,4,0
"299",0.207488,"CFP",3961,2263,1272,604,328,185,0,0,7,13,0,159,82,37,26,43,37,31,27,0,31,14,149,112,71,53,26,2,1,24,21,4,2
"300",0.208183,"CFP",4053,2209,1269,648,323,168,0,3,1,22,0,137,118,69,9,25,25,10,21,17,21,0,176,85,96,33,52,18,23,3,22,0,14
"301",0.208877,"CFP",3942,2200,1221,656,336,194,13,0,0,0,0,155,72,37,26,44,34,24,27,23,0,23,151,98,76,54,41,36,0,20,25,20,0
"302",0.209572,"CFP",3991,2237,1263,620,278,167,3,0,30,24,0,149,105,70,16,43,7,0,0,23,25,23,141,98,72,42,46,34,5,22,0,0,21
"303",0.210266,"CFP",4001,2229,1221,606,347,155,0,0,24,0,0,166,82,60,16,42,0,0,24,0,27,26,185,98,70,36,23,29,4,0,9,0,16
"304",0.210961,"CFP",4005,2227,1262,647,325,200,0,0,0,0,12,129,84,71,0,24,34,17,0,0,23,0,175,94,76,41,3,6,0,22,24,0,22
"305",0.211655,"CFP",3990,2267,1261,608,319,163,0,25,0,0,4,136,101,35,26,0,5,0,30,6,0,22,162,115,51,21,11,32,21,0,14,23,22
"306",0.21235,"CFP",3933,2238,1241,656,344,146,0,8,24,21,20,133,110,68,51,12,21,29,21,0,0,0,148,114,56,40,44,21,26,18,7,0,0
"307",0.213044,"CFP",3960,2261,1302,600,302,166,0,9,28,1,9,168,111,55,12,16,42,10,0,17,0,0,172,96,62,14,23,2,0,0,0,1,0
"308",0.213738,"CFP",4055,2277,1288,595,332,173,0,34,26,2,25,127,82,39,52,11,22,19,0,27,22,0,154,83,72,41,20,18,28,0,0,26,10
"309",0.214433,"CFP",3977,2243,1241,631,341,173,0,3,3,28,0,141,112,76,51,43,0,0,0,0,0,0,169,121,40,0,5,0,23,25,6,5,33
"310",0.215127,"CFP",4090,2260,1243,639,304,154,0,0,18,0,2,124,70,51,35,24,34,0,21,0,26,0,148,96,66,13,37,34,9,0,0,0,0
"311",0.215822,"CFP",3958,2290,1268,587,331,160,27,0,0,0,25,135,107,44,10,5,22,1,0,0,10,15,177,124,40,15,22,31,0,0,3,0,1
"312",0.216516,"CFP",3983,2245,1298,632,324,186,0,0,0,0,5,127,80,63,16,0,35,0,5,0,0,0,181,77,52,33,25,3,0,9,0,0,9
"313",0.217211,"CFP",3981,2220,1282,638,330,148,0,24,0,0,18,131,92,55,26,49,41,10,30,0,10,28,178,93,39,18,26,0,0,0,0,0,0
"314",0.217905,"CFP",3991,2243,1292,634,366,186,25,0,0,0,23,150,106,81,43,23,27,25,0,22,22,0,184,74,42,39,21,3,0,0,1,0,8
"315",0.2186,"CFP",3984,2324,1290,605,296,148,0,24,16,28,26,134,74,20,13,40,35,14,0,21,20,3,140,104,59,39,17,38,31,0,0,18,16
"316",0.219294,"CFP",4041,2336,1299,621,300,163,0,1,0,0,3,168,82,40,21,43,0,0,0,0,0,0,188,88,41,22,36,41,46,20,0,0,4
"317",0.219988,"CFP",3956,2316,1323,623,320,195,12,21,0,0,0,142,106,69,44,9,22,0,24,0,8,21,142,126,65,32,49,36,0,5,2,0,15
"318",0.220683,"CFP",3918,2300,1338,603,356,190,0,0,31,5,0,148,82,39,53,0,36,30,0,5,0,21,155,110,66,61,17,39,5,0,28,22,13
"319",0.221377,"CFP",3877,2275,1293,658,332,190,1,0,19,33,26,166,116,35,62,0,31,0,23,25,0,16,150,79,89,56,37,0,20,5,12,38,22
"320",0.222072,"CFP",3954,2341,1344,652,317,169,13,0,28,0,20,159,78,81,37,43,23,0,2,0,0,3,149,117,34,17,47,11,24,12,0,0,7
"321",0.222766,"CFP",3971,2251,1304,625,297,148,0,0,0,0,0,172,96,66,25,58,3,0,45,0,0,7,173,89,66,31,39,16,0,27,5,14,13
"322",0.223461,"CFP",3907,2317,1340,682,295,163,8,28,0,19,22,137,77,56,20,44,0,14,7,6,3,19,148,118,57,50,23,41,26,0,0,20,7
"323",0.224155,"CFP",3959,2302,1331,655,327,177,0,0,0,2,18,141,71,38,19,14,41,0,0,0,0,0,179,111,37,40,39,20,0,26,0,8,0
"324",0.22485,"CFP",3978,2332,1299,635,303,153,20,0,29,0,0,134,71,36,26,19,0,0,23,0,29,0,192,120,55,11,37,22,7,26,0,29,0
"325",0.225544,"CFP",3920,2365,1313,654,334,163,13,0,0,22,0,145,75,35,51,4,39,0,20,25,12,0,152,127,36,38,47,37,22,6,26,0,20
"326",0.226238,"CFP",3902,2373,1328,622,297,153,0,0,8,2,8,155,111,44,34,5,32,0,18,24,0,18,142,90,46,55,27,35,0,0,2,0,5
"327",0.226933,"CFP",4010,2334,1309,610,304,153,22,0,22,2,11,144,92,78,28,59,40,12,0,8,0,24,145,122,32,20,17,33,21,9,16,19,35
"328",0.227627,"CFP",3890,2372,1337,636,297,168,0,28,24,0,0,147,76,58,19,39,37,0,23,26,9,13,153,85,83,13,15,42,0,0,3,0,33
"329",0.228322,"CFP",3966,2319,1350,606,334,145,0,19,0,28,22,117,99,73,0,6,3,20,8,26,13,0,180,90,38,57,19,27,0,0,19,0,15
"330",0.229016,"CFP",3937,2306,1335,640,333,150,0,9,0,0,0,140,82,69,64,58,39,32,0,15,0,46,182,81,41,51,41,0,0,20,3,0,8
"331",0.229711,"CFP",3922,2364,1358,641,291,150,22,3,0,0,0,160,80,47,22,5,3,0,39,0,30,34,143,111,76,54,3,0,0,21,15,46,0
"332",0.230405,"CFP",3939,2360,1357,611,309,182,25,0,0,0,0,141,80,72,45,27,17,0,26,0,0,21,177,121,71,33,10,13,23,22,20,0,25
"333",0.2311,"CFP",3965,2253,1385,662,302,152,12,0,28,7,0,165,133,40,10,33,5,0,20,0,0,0,143,110,64,53,13,23,0,5,22,33,24
"334",0.231794,"CFP",3984,2297,1384,613,340,186,37,18,33,0,24,136,112,48,15,51,15,35,23,17,9,0,153,109,32,17,38,37,29,0,20,21,9
"335",0.232488,"CFP",3919,2270,1357,608,317,152,0,0,0,0,3,164,95,65,52,12,0,0,33,0,5,23,186,105,48,21,43,37,0,4,5,16,0
"336",0.233183,"CFP",4026,2238,1345,653,328,184,11,0,28,22,4,133,86,71,32,22,0,0,1,30,7,0,198,80,3,32,23,33,15,28,19,0,0
"337",0.233877,"CFP",3951,2213,1364,653,332,130,0,8,36,29,9,108,91,74,38,20,39,30,6,22,25,31,143,109,42,25,21,0,0,12,0,8,8
"338",0.234572,"CFP",3997,2188,1366,649,297,148,8,6,24,21,11,157,88,35,21,42,32,0,0,0,0,7,141,74,70,65,44,0,0,0,0,0,0
"339",0.235266,"CFP",3969,2245,1365,621,301,172,24,0,13,3,24,166,79,75,50,23,9,5,0,0,0,11,177,114,59,34,40,22,12,9,19,0,0
"340",0.235961,"CFP",3972,2211,1410,624,305,155,25,0,22,0,0,130,114,82,24,21,18,13,19,0,0,8,182,82,43,33,22,40,51,0,18,0,27
